activ,rtype,depth,high,shgt,usedhgt,weight,usedwgt,slottype,link,serial,mixbatch,mixitems,noalloc,frzstock,radionum,width,wide,usedwidth,check_num,pltperpos,oldslot,autoreleas,mixitemmov,fznomove,movetoslot,desc,item,sdepth,usedvol,svolume,isrecvbay,usedeffrz,deffrzcode,loccode,aisle,bay,level,position,loccodemt,aislemt,baymt,levelmt,positionmt,ispickslot,area,okpickslot,multiitmpk,hostloc,replenmeth,mixuseby,chargegrp,stkcfgmvfr,okstkcfgmv,cycitmacc,category,addsltocyc,counttimes,canmvfrz,donotpick,lstcounted
Y,1,99999,99999,1500,524,1000,135.85,R, ,0, , ,F, ,,1210,9999,1310,7,F,22071C,F, ,F,,,,1210,1.56038,-1,F, ,,  R, LL,7, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,946,1000,189.84,R, ,0, , ,F, ,,1210,1,1310,30,F,22071D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,7, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,997,1000,250,R, ,0, , ,F, ,,1210,1,1310,21,F,22072B,F, ,F,,,,1210,1.57388,2.808,F, ,,  R, LL,7, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,798,1000,200,R, ,0, , ,F, ,,1210,1,1310,87,F,22072C,F, ,F,,,,1210,0.00144,2.808,F, ,,  R, LL,7, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,31,F,22072D,F, ,F,,,,1210,1.57388,2.808,F, ,,  R, LL,7, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,286,1000,67.4,R, ,0, , ,F, ,,1210,1,1310,84,F,22091B,F, ,F,,,,1210,1.31712,0.2808,F, ,,  R, LL,9, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,573,1000,142.5,R, ,0, , ,F, ,,1210,1,1310,34,F,22091C,F, ,F,,,,1210,1.27322,2.808,F, ,,  R, LL,9, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,479,1000,115.08,R, ,0, , ,F, ,,1210,1,1310,43,F,22091D,F, ,F,,,,1210,1.57388,2.808,F, ,,  R, LL,9, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,232,1000,79.581,R, ,0, , ,F, ,,1210,1,1310,70,F,22092B,F, ,F,,,,1210,0.00144,2.808,F, ,,  R, LL,9, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,282,1000,47.83,R, ,0, , ,F, ,,1210,1,1310,80,F,22092C,F, ,F,,,,1210,1.57388,2.808,F, ,,  R, LL,9, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,377,1000,114.57,R, ,0, , ,F, ,,1210,1,1310,7,F,22092D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,9, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,540,1000,65.98,R, ,0, , ,F, ,,1210,1,1310,71,F,22111B,F, ,F,,,,1210,0.00144,2.808,F, ,,  R, LL,11, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,266,1000,63.12,R, ,0, , ,F, ,,1210,1,1310,58,F,22111C,F, ,F,,,,1210,0.00144,2.808,F, ,,  R, LL,11, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,276,1000,94.6,R, ,0, , ,F, ,,1210,1,1310,19,F,22111D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,11, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,99999,99999,1500,1199,1000,282.9,R, ,0, , ,F, ,,1210,9999,1310,82,F,22112B,F, ,T,,,,1210,0.2703,-1,F, ,,  R, LL,11, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,663,1000,165,R, ,0, , ,F, ,,1210,1,1310,81,F,22112C,F, ,F,,,,1210,1.69344,2.808,F, ,,  R, LL,11, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,972,1000,145.92,R, ,0, , ,F, ,,1210,1,1310,68,F,22112D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,11, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,99999,99999,1500,720,1000,301.4,R, ,0, , ,F, ,,1210,9999,1310,69,F,22131B,F, ,F,,,,1210,1.69344,-1,F, ,,  R, LL,13, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,798,1000,270,R, ,0, , ,F, ,,1210,1,1310,6,F,22131C,F, ,F,,,,1210,1.69344,2.808,F, ,,  R, LL,13, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,972,1000,145.92,R, ,0, , ,F, ,,1210,1,1310,89,F,22131D,F, ,F,,,,1210,1.69344,2.808,F, ,,  R, LL,13, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,541,1000,120,R, ,0, , ,F, ,,1210,1,1310,68,F,22132B,F, ,F,,,,1210,0.00087,2.808,F, ,,  R, LL,13, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,548,1000,137.5,R, ,0, , ,F, ,,1210,1,1310,47,F,22132C,F, ,F,,,,1210,0.00069,2.808,F, ,,  R, LL,13, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,392,1000,128.7,R, ,0, , ,F, ,,1210,1,1310,28,F,22132D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,13, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,1,F,22151B,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,15, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,304,1000,166.6,R, ,0, , ,F, ,,1210,1,1310,35,F,22151C,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,15, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,335,1000,155,R, ,0, , ,F, ,,1210,1,1310,63,F,22151D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,15, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,488,1000,123.8,R, ,0, , ,F, ,,1210,1,1310,89,F,22152B,F, ,F,,,,1210,1.17029,2.808,F, ,,  R, LL,15, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,375,1000,88,R, ,0, , ,F, ,,1210,1,1310,44,F,22152C,F, ,F,,,,1210,1.20058,2.808,F, ,,  R, LL,15, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,196,1000,42.1,R, ,0, , ,F, ,,1210,1,1310,55,F,22152D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,15, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,680,1000,146.4,R, ,0, , ,F, ,,1210,1,1310,23,F,22171B,F, ,F,,,,1210,0.00144,2.808,F, ,,  R, LL,17, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,488,1000,70.8,R, ,0, , ,F, ,,1210,1,1310,26,F,22171C,F, ,F,,,,1210,1.20058,2.808,F, ,,  R, LL,17, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,213,1000,82.35,R, ,0, , ,F, ,,1210,1,1310,2,F,22171D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,17, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1564,1000,446.75,R, ,0, , ,F, ,,1210,1,1310,9,F,22172B,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,17, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,434,1000,113.58,R, ,0, , ,F, ,,1210,1,1310,29,F,22172C,F, ,F,,,,1210,1.20058,2.808,F, ,,  R, LL,17, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,997,1000,195.6,R, ,0, , ,F, ,,1210,1,1310,22,F,22172D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,17, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,335,1000,155.51,R, ,0, , ,F, ,,1210,1,1310,85,F,22191B,F, ,F,,,,1210,0.35633,2.808,F, ,,  R, LL,19, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,401,1000,138,R, ,0, , ,F, ,,1210,1,1310,98,F,22191C,F, ,F,,,,1210,1.69344,2.808,F, ,,  R, LL,19, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,251,1000,109.1,R, ,0, , ,F, ,,1210,1,1310,1,F,22191D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,19, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1040,1000,182.08,R, ,0, , ,F, ,,1210,1,1310,11,F,22192B,F, ,F,,,,1210,0.41738,2.808,F, ,,  R, LL,19, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,327,1000,91.3,R, ,0, , ,F, ,,1210,1,1310,60,F,22192C,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,19, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,65,F,22192D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,19, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,266,1000,89.816,R, ,0, , ,F, ,,1210,1,1310,44,F,22211B,F, ,F,,,,1210,0.28392,2.808,F, ,,  R, LL,21, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,461,1000,151.5,R, ,0, , ,F, ,,1210,1,1310,66,F,22211C,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,21, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,362,1000,117.6,R, ,0, , ,F, ,,1210,1,1310,76,F,22211D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,21, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,682,1000,144.13,R, ,0, , ,F, ,,1210,1,1310,68,F,22212B,F, ,F,,,,1210,0.27043,2.808,F, ,,  R, LL,21, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,325,1000,70.55,R, ,0, , ,F, ,,1210,1,1310,35,F,22212C,F, ,F,,,,1210,0.87438,2.808,F, ,,  R, LL,21, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,580,1000,84,R, ,0, , ,F, ,,1210,1,1310,51,F,22212D,F, ,F,,,,1210,0.99466,2.808,F, ,,  R, LL,21, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,701,1000,139.16,R, ,0, , ,F, ,,1210,1,1310,42,F,22231B,F, ,F,,,,1210,0.33185,2.808,F, ,,  R, LL,23, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,459,1000,66,R, ,0, , ,F, ,,1210,1,1310,17,F,22231C,F, ,F,,,,1210,1.57388,2.808,F, ,,  R, LL,23, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,434,1000,87.01,R, ,0, , ,F, ,,1210,1,1310,59,F,22231D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,23, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,427,1000,182,R, ,0, , ,F, ,,1210,1,1310,71,F,22232B,F, ,F,,,,1210,0.40346,2.808,F, ,,  R, LL,23, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1125,1000,233.6,R, ,0, , ,F, ,,1210,1,1310,69,F,22232C,F, ,F,,,,1210,0.00144,2.808,F, ,,  R, LL,23, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,194,1000,57,R, ,0, , ,F, ,,1210,1,1310,48,F,22232D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,23, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,423,1000,174.2,R, ,0, , ,F, ,,1210,1,1310,35,F,22251B,F, ,F,,,,1210,0.64201,2.808,F, ,,  R, LL,25, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,797,1000,350,R, ,0, , ,F, ,,1210,1,1310,26,F,22251C,F, ,F,,,,1210,0.00144,2.808,F, ,,  R, LL,25, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,426,1000,125.6,R, ,0, , ,F, ,,1210,1,1310,98,F,22251D,F, ,F,,,,1210,0.00061,2.808,F, ,,  R, LL,25, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,732,1000,106.2,R, ,0, , ,F, ,,1210,1,1310,9,F,22252B,F, ,F,,,,1210,0.25265,2.808,F, ,,  R, LL,25, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,115,1000,42.2,R, ,0, , ,F, ,,1210,1,1310,95,F,22252C,F, ,F,,,,1210,1.57388,2.808,F, ,,  R, LL,25, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,238,1000,69.8,R, ,0, , ,F, ,,1210,1,1310,7,F,22252D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,25, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,484,1000,90,R, ,0, , ,F, ,,1210,1,1310,77,F,22271B,F, ,F,,,,1210,0.64146,2.808,F, ,,  R, LL,27, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,797,1000,350,R, ,0, , ,F, ,,1210,1,1310,2,F,22271C,F, ,F,,,,1210,1.57388,2.808,F, ,,  R, LL,27, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,163,1000,67.17,R, ,0, , ,F, ,,1210,1,1310,62,F,22271D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,27, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,474,1000,24.8,R, ,0, , ,F, ,,1210,1,1310,9,F,22272B,F, ,F,,,,1210,0.55854,2.808,F, ,,  R, LL,27, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,246,1000,83.54,R, ,0, , ,F, ,,1210,1,1310,98,F,22272C,F, ,F,,,,1210,1.57388,2.808,F, ,,  R, LL,27, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,78,1000,12.256,R, ,0, , ,F, ,,1210,1,1310,42,F,22272D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,27, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,719,1000,247,R, ,0, , ,F, ,,1210,1,1310,65,F,22291B,F, ,F,,,,1210,1.01337,2.808,F, ,,  R, LL,29, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,558,1000,155.64,R, ,0, , ,F, ,,1210,1,1310,63,F,22291C,F, ,F,,,,1210,1.57388,2.808,F, ,,  R, LL,29, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,932,1000,139.84,R, ,0, , ,F, ,,1210,1,1310,56,F,22291D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,29, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,946,1000,189.84,R, ,0, , ,F, ,,1210,1,1310,35,F,22292B,F, ,F,,,,1210,0.41054,2.808,F, ,,  R, LL,29, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1135,1000,243.63,R, ,0, , ,F, ,,1210,1,1310,88,F,22292C,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,29, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,175,1000,51.2,R, ,0, , ,F, ,,1210,1,1310,24,F,22292D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,29, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,538,1000,100,R, ,0, , ,F, ,,1210,1,1310,36,F,22311B,F, ,F,,,,1210,0.6537,2.808,F, ,,  R, LL,31, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,416,1000,97.51,R, ,0, , ,F, ,,1210,1,1310,39,F,22311C,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,31, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,972,1000,145.92,R, ,0, , ,F, ,,1210,1,1310,39,F,22311D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,31, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,338,1000,97.45,R, ,0, , ,F, ,,1210,1,1310,33,F,22312B,F, ,F,,,,1210,0.4348,2.808,F, ,,  R, LL,31, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,997,1000,195.6,R, ,0, , ,F, ,,1210,1,1310,91,F,22312C,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,31, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,135,1000,30,R, ,0, , ,F, ,,1210,1,1310,77,F,22312D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,31, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,350,1000,65,R, ,0, , ,F, ,,1210,1,1310,24,F,22331B,F, ,F,,,,1210,0.69506,2.808,F, ,,  R, LL,33, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,178,1000,39.19,R, ,0, , ,F, ,,1210,1,1310,19,F,22331C,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,33, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,445,1000,61.8,R, ,0, , ,F, ,,1210,1,1310,46,F,22331D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,33, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,338,1000,111.1,R, ,0, , ,F, ,,1210,1,1310,46,F,22332B,F, ,F,,,,1210,0.37815,2.808,F, ,,  R, LL,33, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1007,1000,176.39,R, ,0, , ,F, ,,1210,1,1310,82,F,22332C,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,33, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,611,1000,148.7,R, ,0, , ,F, ,,1210,1,1310,80,F,22332D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,33, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,415,1000,130,R, ,0, , ,F, ,,1210,1,1310,68,F,22351B,F, ,F,,,,1210,0.38955,2.808,F, ,,  R, LL,35, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,459,1000,124.78,R, ,0, , ,F, ,,1210,1,1310,14,F,22351C,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,35, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,217,1000,59.2,R, ,0, , ,F, ,,1210,1,1310,25,F,22351D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,35, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,513,1000,142.5,R, ,0, , ,F, ,,1210,1,1310,76,F,22352B,F, ,F,,,,1210,0.70267,2.808,F, ,,  R, LL,35, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,568,1000,238,R, ,0, , ,F, ,,1210,1,1310,41,F,22352C,F, ,F,,,,1210,1.20058,2.808,F, ,,  R, LL,35, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,749,1000,112.48,R, ,0, , ,F, ,,1210,1,1310,80,F,22352D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,35, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,244,1000,88.05,R, ,0, , ,F, ,,1210,1,1310,81,F,22371B,F, ,F,,,,1210,0.46345,2.808,F, ,,  R, LL,37, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,243,1000,73.938,R, ,0, , ,F, ,,1210,1,1310,59,F,22371C,F, ,F,,,,1210,1.20058,2.808,F, ,,  R, LL,37, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,608,1000,91.2,R, ,0, , ,F, ,,1210,1,1310,73,F,22371D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,37, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,356,1000,45,R, ,0, , ,F, ,,1210,1,1310,0,F,22372B,F, ,F,,,,1210,0.39413,2.808,F, ,,  R, LL,37, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,495,1000,288,R, ,0, , ,F, ,,1210,1,1310,53,F,22372C,F, ,F,,,,1210,0.40019,2.808,F, ,,  R, LL,37, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,270,1000,156.2,R, ,0, , ,F, ,,1210,1,1310,4,F,22372D,F, ,F,,,,1210,0.00115,2.808,F, ,,  R, LL,37, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,691,1000,100.185,R, ,0, , ,F, ,,1210,1,1310,75,F,22391B,F, ,F,,,,1210,0.76519,2.808,F, ,,  R, LL,39, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,523,1000,172.578,R, ,0, , ,F, ,,1210,1,1310,49,F,22391C,F, ,F,,,,1210,1.20058,2.808,F, ,,  R, LL,39, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,143,1000,27.78,R, ,0, , ,F, ,,1210,1,1310,76,F,22391D,F, ,F,,,,1210,0.00115,2.808,F, ,,  R, LL,39, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,440,1000,127.4,R, ,0, , ,F, ,,1210,1,1310,54,F,22392B,F, ,F,,,,1210,0.73736,2.808,F, ,,  R, LL,39, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,604,1000,160.45,R, ,0, , ,F, ,,1210,1,1310,22,F,22392C,F, ,F,,,,1210,1.20058,2.808,F, ,,  R, LL,39, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,324,1000,397.1,R, ,0, , ,F, ,,1210,1,1310,84,F,22392D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,39, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,646,1000,212.1,R, ,0, , ,F, ,,1210,1,1310,37,F,22411B,F, ,F,,,,1210,0.44467,2.808,F, ,,  R, LL,41, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,720,1000,232.7,R, ,0, , ,F, ,,1210,1,1310,97,F,22411C,F, ,F,,,,1210,1.20058,2.808,F, ,,  R, LL,41, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,154,1000,46,R, ,0, , ,F, ,,1210,1,1310,63,F,22411D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,41, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,615,1000,202,R, ,0, , ,F, ,,1210,1,1310,60,F,22412B,F, ,F,,,,1210,0.36173,2.808,F, ,,  R, LL,41, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1317,1000,269.7,R, ,0, , ,F, ,,1210,1,1310,28,F,22412C,F, ,F,,,,1210,1.20058,2.808,F, ,,  R, LL,41, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,111,1000,15.45,R, ,0, , ,F, ,,1210,1,1310,84,F,22412D,F, ,F,,,,1210,0,2.808,F, ,,  R, LL,41, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,355,1000,87.1,R, ,0, , ,F, ,,1210,1,1310,71,F,22431B,F, ,F,,,,1210,0.60846,2.808,F, ,,  R, LL,43, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,972,1000,145.92,R, ,0, , ,F, ,,1210,1,1310,33,F,22431C,F, ,F,,,,1210,1.20058,2.808,F, ,,  R, LL,43, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
