item,des,externalid,owner,hits,units,aveunitday,cases,pallets,cube,unitpcase,dayshit,physqty,contnum,familycode,ti,hi,majgroup,mingroup,catagory,loccode,aisle,bay,level,position
"       80079","Eat Drink Grill Printed Cork Triv","       80079","LAD",1,6,6.000,0.083,0.003,0.004360,72,1,5.000,"","",5,5,"KD","050","","  R"," FF"," 42"," 1"," 4"
"       80090","Mi Casa White Cork Trivet","       80090","LAD",1,6,6.000,0.083,0.003,0.003530,72,1,47.000,"","",5,5,"KD","050","","  R"," DD"," 30"," 3"," 6"
"       80090","Mi Casa White Cork Trivet","       80090","LAD",1,1,1.000,0.014,0.001,0.000660,72,1,47.000,"","",5,5,"KD","050","","  R"," HH"," 43"," 4"," 6"
"       80104","Green House Green Cork Trivet","       80104","LAD",1,24,24.000,0.333,0.013,0.014110,72,1,48.000,"","",5,5,"KD","050","","  R"," DD"," 25"," 3"," 5"
"       80105","Green House White Cork Trivet","       80105","LAD",1,24,24.000,0.333,0.013,0.014110,72,1,77.000,"","",5,5,"KD","050","","  R"," DD"," 25"," 3"," 4"
"       80151","ECO WHITE COMPOST BIN","       80151","LAD",18,1,0.091,0.250,0.010,0.104310,4,11,404.000,"","",6,4,"KD","050","","  R"," CC"," 47"," 2"," 4"
"       80151","ECO WHITE COMPOST BIN","       80151","LAD",4,1,0.333,0.250,0.010,0.021960,4,3,404.000,"","",6,4,"KD","050","","  R"," QQ"," 24"," A"," 1"
"       80152","ECO STONE COMPOST BIN","       80152","LAD",15,1,0.091,0.250,0.010,0.087840,4,11,451.000,"","",6,4,"KD","050","","  R"," CC"," 47"," 2"," 3"
"       80152","ECO STONE COMPOST BIN","       80152","LAD",1,3,3.000,0.750,0.031,0.016470,4,1,451.000,"","",6,4,"KD","050","","  R"," QQ"," 29"," B"," 2"
"       80152","ECO STONE COMPOST BIN","       80152","LAD",1,1,1.000,0.250,0.010,0.005490,4,1,451.000,"","",6,4,"KD","050","","  R"," QQ","  9"," A"," 1"
"       80152","ECO STONE COMPOST BIN","       80152","LAD",1,3,3.000,0.750,0.031,0.016470,4,1,451.000,"","",6,4,"KD","050","","  R"," QQ"," 26"," A"," 2"
"       80153","ECO CHARCOAL COMPOST BIN","       80153","LAD",13,1,0.143,0.250,0.010,0.076860,4,7,222.000,"","",6,4,"KD","050","","  R"," CC"," 47"," 2"," 2"
"       80153","ECO CHARCOAL COMPOST BIN","       80153","LAD",1,2,2.000,0.500,0.021,0.010980,4,1,222.000,"","",6,4,"KD","050","","  R"," BB"," 25"," B"," 2"
"       80154","ECO SAGE COMPOST BIN","       80154","LAD",19,1,0.077,0.250,0.010,0.109800,4,13,481.000,"","",6,4,"KD","050","","  R"," CC"," 47"," 2"," 1"
"       80154","ECO SAGE COMPOST BIN","       80154","LAD",1,3,3.000,0.750,0.031,0.016470,4,1,481.000,"","",6,4,"KD","050","","  R"," BB"," 46"," B"," 2"
"       80158","REPOSE WHITE PRINTED CORK TRIVET","","LAD",12,6,1.000,0.083,0.083,0.048440,72,6,119.000,"","",1,1,"","","","  R"," CC"," 21"," 1"," 1"
"       80159","REPOSE CHARCOAL PRINTED CORK TRIV","","LAD",16,6,0.857,0.083,0.083,0.070720,72,7,100.000,"","",1,1,"","","","  R"," CC"," 21"," 1"," 2"
"       80164","INTRINSIC WHITE SPOT CERAMIC TRIV","","LAD",4,12,3.000,0.500,0.021,0.015880,24,4,240.000,"","",6,4,"","","","  R"," CC"," 24"," 2"," 2"
"       80165","INTRINSIC BLACK SPOT CERAMIC TRIV","","LAD",5,12,2.400,0.500,0.021,0.019850,24,5,264.000,"","",6,4,"","","","  R"," CC"," 24"," 2"," 3"
"       80166","ECO WHITE GARLIC VAULT","","LAD",21,4,0.333,0.250,0.010,0.161070,16,12,48.000,"","",6,4,"","","","  R"," DD"," 28"," 1"," 5"
"       80167","ECO TAUPE GARLIC VAULT","","LAD",19,4,0.364,0.250,0.010,0.145730,16,11,94.000,"","",6,4,"","","","  R"," FF"," 34"," 3"," 2"
"       80168","ECO CHARCOAL GARLIC VAULT","","LAD",13,4,0.571,0.250,0.010,0.095190,16,7,44.000,"","",6,4,"","","","  R"," DD"," 28"," 1"," 6"
"       80168","ECO CHARCOAL GARLIC VAULT","","LAD",1,1,1.000,0.063,0.003,0.001050,16,1,44.000,"","",6,4,"","","","  R"," QQ"," 30"," B"," 1"
"       80169","ECO WHITE ONION VAULT","","LAD",2,1,0.500,0.250,0.010,0.008680,4,2,54.000,"","",6,4,"","","","  R"," QQ"," 38"," A"," 1"
"       80171","ECO CHARCOAL ONION VAULT","","LAD",1,1,1.000,0.250,0.010,0.004340,4,1,43.000,"","",6,4,"","","","  R"," QQ"," 38"," C"," 1"
"       80172","PROF. SERIES III BLACK SILICONE W","","LAD",4,6,1.500,0.125,0.005,0.030850,48,4,484.000,"","",6,4,"","","","  R"," EE"," 21"," 1"," 3"
"       80173","PROF. SERIES III BLACK SILICONE S","","LAD",1,1,1.000,0.021,0.001,0.000360,48,1,496.000,"","",6,4,"","","","  R"," EE"," 21"," 2"," 2"
"       80174","PROF. SERIES III BLACK SILICONE S","","LAD",4,6,1.500,0.125,0.005,0.005050,48,4,472.000,"","",6,4,"","","","  R"," EE"," 23"," 1"," 3"
"       80175","PROF. SERIES III BLACK SILICONE S","","LAD",4,6,1.500,0.125,0.005,0.004750,48,4,467.000,"","",6,4,"","","","  R"," EE"," 23"," 1"," 4"
"       80176","PROF. SERIES III BLACK SILICONE B","","LAD",3,6,2.000,0.125,0.005,0.003250,48,3,485.000,"","",6,4,"","","","  R"," EE"," 23"," 2"," 3"
"       80177","PROF. SERIES III BLACK SILICONE S","","LAD",1,1,1.000,0.021,0.001,0.000350,48,1,491.000,"","",6,4,"","","","  R"," EE"," 25"," 2"," 3"
"       80178","PROF. SERIES III BLACK SILICONE S","","LAD",3,6,2.000,0.125,0.005,0.004110,48,3,484.000,"","",6,4,"","","","  R"," OO"," 41"," B"," 1"
"       80179","PROF. SERIES III BLACK SILICONE T","","LAD",3,6,2.000,0.125,0.005,0.007790,48,3,483.000,"","",6,4,"","","","  R"," EE"," 28"," 3"," 6"
"       80180","PROF. SERIES III GREY SILICONE WH","","LAD",1,1,1.000,0.021,0.001,0.001690,48,1,496.000,"","",6,4,"","","","  R"," EE"," 30"," 1"," 6"
"       80183","PROF. SERIES III GREY SILICONE SP","","LAD",1,6,6.000,0.125,0.005,0.001480,48,1,492.000,"","",6,4,"","","","  R"," EE"," 30"," 2"," 6"
"       80188","PROF. SERIES III BLACK SILICONE S","","LAD",2,6,3.000,0.125,0.005,0.009180,48,2,474.000,"","",6,4,"","","","  R"," EE"," 34"," 1"," 3"
"       80190","PROF. SERIES III BLACK SILICONE U","","LAD",3,6,2.000,0.125,0.005,0.027930,48,3,473.000,"","",6,4,"","","","  R"," LL"," 15"," A"," 1"
"       80191","PROF. SERIES III GREY SILICONE SP","","LAD",1,6,6.000,0.125,0.005,0.004590,48,1,486.000,"","",6,4,"","","","  R"," CC"," 47"," 2"," 6"
"       80193","PROF. SERIES III GREY SILICONE UT","","LAD",2,6,3.000,0.125,0.005,0.024680,48,2,336.000,"","",6,4,"","","","  R"," EE"," 37"," 3"," 5"
"       80196","PROF. SERIES III BEECH WOOD NAVY","","LAD",2,6,3.000,0.125,0.005,0.010800,48,2,444.000,"","",6,4,"","","","  R"," EE"," 39"," 4"," 1"
"       80197","PROF. SERIES III BEECH WOOD NAVY","","LAD",5,6,1.500,0.125,0.005,0.022500,48,4,408.000,"","",6,4,"","","","  R"," EE"," 40"," 2"," 2"
"       80198","PROF. SERIES III BEECH WOOD NAVY","","LAD",4,6,2.000,0.125,0.005,0.018000,48,3,408.000,"","",6,4,"","","","  R"," EE"," 40"," 2"," 5"
"       80199","PROF. SERIES III BEECH WOOD NAVY","","LAD",3,6,2.000,0.125,0.005,0.013500,48,3,426.000,"","",6,4,"","","","  R"," EE"," 40"," 2"," 6"
"       80200","PROF. SERIES III BEECH WOOD NAVY","","LAD",4,6,2.000,0.125,0.005,0.018000,48,3,408.000,"","",6,4,"","","","  R"," EE"," 40"," 4"," 1"
"       80201","PROF. SERIES III BEECH WOOD NAVY","","LAD",5,6,1.500,0.125,0.005,0.021990,48,4,413.000,"","",6,4,"","","","  R"," EE"," 40"," 4"," 2"
"       80202","PROF. SERIES III BEECH WOOD NAVY","","LAD",3,6,2.000,0.125,0.005,0.011760,48,3,414.000,"","",6,4,"","","","  R"," EE"," 40"," 4"," 3"
"       80203","PROF. SERIES III BEECH WOOD WHITE","","LAD",5,6,1.500,0.125,0.005,0.017280,48,4,453.000,"","",6,4,"","","","  R"," EE"," 40"," 4"," 4"
"       80204","PROF. SERIES III BEECH WOOD WHITE","","LAD",6,6,1.200,0.125,0.005,0.018360,48,5,429.000,"","",6,4,"","","","  R"," EE"," 40"," 4"," 5"
"       80205","PROF. SERIES III BEECH WOOD WHITE","","LAD",6,6,1.200,0.125,0.005,0.018360,48,5,435.000,"","",6,4,"","","","  R"," FF"," 21"," 2"," 1"
"       80206","PROF. SERIES III BEECH WOOD WHITE","","LAD",4,6,2.000,0.125,0.005,0.011900,48,3,448.000,"","",6,4,"","","","  R"," FF"," 21"," 3"," 1"
"       80207","PROF. SERIES III BEECH WOOD WHITE","","LAD",6,6,1.200,0.125,0.005,0.017850,48,5,411.000,"","",6,4,"","","","  R"," FF"," 21"," 3"," 5"
"       80208","PROF. SERIES III BEECH WOOD WHITE","","LAD",5,6,1.500,0.125,0.005,0.014970,48,4,435.000,"","",6,4,"","","","  R"," FF"," 21"," 3"," 6"
"       80209","PROF. SERIES III BEECH WOOD WHITE","","LAD",5,6,1.500,0.125,0.005,0.009070,48,4,417.000,"","",6,4,"","","","  R"," FF"," 22"," 2"," 5"
"       80210","PROF. SERIES III CARBONISED WOOD","","LAD",8,6,1.000,0.125,0.005,0.014320,48,6,483.000,"","",6,4,"","","","  R"," CC"," 45"," 3"," 2"
"       80211","PROF. SERIES III CARBONISED WOOD","","LAD",5,6,1.500,0.125,0.005,0.009450,48,4,504.000,"","",6,4,"","","","  R"," CC"," 41"," 2"," 2"
"       80212","PROF. SERIES III CARBONISED WOOD","","LAD",9,6,0.857,0.125,0.005,0.015840,48,7,484.000,"","",6,4,"","","","  R"," CC"," 41"," 2"," 3"
"       80213","PROF. SERIES III CARBONISED WOOD","","LAD",7,6,1.200,0.125,0.005,0.011400,48,5,491.000,"","",6,4,"","","","  R"," CC"," 41"," 1"," 2"
"       81010","ALL NAT. PG AND P 1000ML DISH WAS","       81010","LAD",1,2,2.000,0.250,0.010,0.003730,8,1,0.000,"","",5,5,"KD","029","","  R"," FF"," 37"," 4"," 2"
"       81011","All Nat. L and S 1000ml Dish Wash","       81011","LAD",1,4,4.000,0.500,0.020,0.007450,8,1,1.000,"","",5,5,"KD","029","","  R"," FF"," 37"," 4"," 3"
"       81012","All Nat. PG and P 500ml Surface S","       81012","LAD",1,4,4.000,0.333,0.013,0.004390,12,1,139.000,"","",5,5,"KD","029","","  R"," FF"," 37"," 2"," 1"
"       81013","All Nat. L and S 500ml Surface Sp","       81013","LAD",4,1,0.333,0.083,0.003,0.014270,12,3,232.000,"","",5,5,"KD","029","","  R"," FF"," 37"," 2"," 2"
"       81017","All Nat. L and S 500ml Mirror and","       81017","LAD",2,2,2.000,0.167,0.007,0.006580,12,1,103.000,"","",5,5,"KD","029","","  R"," FF"," 37"," 2"," 4"
"       81021","All Nat. L and S 1000ml Tile and","       81021","LAD",2,2,1.000,0.250,0.010,0.011180,8,2,227.000,"","",5,5,"KD","029","","  R"," FF"," 37"," 2"," 6"
"       81023","All Nat. L and S 250ml Room and F","       81023","LAD",3,1,0.333,0.050,0.002,0.001890,20,3,101.000,"","",5,5,"KD","029","","  R"," FF"," 37"," 3"," 5"
"       81024","All Nat. PG and P 500ml Kitchen C","       81024","LAD",1,1,1.000,0.083,0.003,0.001100,12,1,5.000,"","",5,5,"KD","029","","  R"," FF"," 37"," 2"," 9"
"       81032","All Nat. E and SO 1000ml Dish Was","       81032","LAD",1,4,4.000,0.500,0.020,0.008420,8,1,0.000,"","",5,5,"KD","029","","  R"," FF"," 37"," 1"," 7"
"       81033","All Nat. E and SO 500ml Surface S","       81033","LAD",2,1,0.500,0.083,0.003,0.005630,12,2,69.000,"","",5,5,"KD","029","","  R"," FF"," 37"," 4"," 4"
"       81035","All Nat. E and SO 1000ml Tile and","       81035","LAD",1,4,4.000,0.500,0.020,0.007450,8,1,6.000,"","",5,5,"KD","029","","  R"," FF"," 37"," 4"," 5"
"       81037","All Nat. E and SO 500ml Kitchen C","       81037","LAD",1,3,3.000,0.250,0.010,0.003290,12,1,0.000,"","",5,5,"KD","029","","  R"," FF"," 37"," 3"," 9"
"       90270","COUNTER TOP STAND ASHDENE HEADER","","LAD",1,1,1.000,0.020,0.001,0.001200,50,1,59.000,"","",6,4,"","","","  R"," PP"," 22"," D"," 2"
"       90272","LETTERS OF AUSTRALIA MUG STAND HE","","LAD",2,1,0.500,0.033,0.001,0.000640,30,2,25.000,"","",6,4,"","","","  R"," DD"," 38"," 1"," 6"
"       90273","DELIGHTFUL DOGS COASTER STAND HEA","","LAD",1,1,1.000,0.040,0.002,0.000200,25,1,49.000,"","",6,4,"","","","  R"," DD"," 41"," 4"," 1"
"      510923","Birds of Australia 6pk Placemat","      510923","LAD",7,4,0.571,0.400,0.016,0.040000,10,7,174.000,"","",5,5,"ASH","120","","  R"," HH"," 28"," 1"," 1"
"      510941","Wildlife Australia 4pk Placemat","      510941","LAD",8,4,0.667,0.400,0.016,0.029960,10,6,225.000,"","",5,5,"ASH","120","","  R"," HH"," 28"," 2"," 7"
"      516384","Cooee Koala Mug","      516384","LAD",2,6,3.000,0.250,0.010,0.018100,24,2,2117.000,"","",5,5,"ASH","120","","  R"," HH"," 34"," 2"," 1"
"      516431","POPPIES AWM COUPE MUG","      516431","LAD",32,6,0.333,0.250,0.010,0.564300,24,18,372.000,"","",5,5,"ASH","122","","  R"," GG"," 34"," 2"," 1"
"      516431","POPPIES AWM COUPE MUG","      516431","LAD",2,2,1.000,0.083,0.003,0.005580,24,2,372.000,"","",5,5,"ASH","122","","  R"," LL"," 41"," A"," 1"
"      516431","POPPIES AWM COUPE MUG","      516431","LAD",1,1,1.000,0.042,0.002,0.001860,24,1,372.000,"","",5,5,"ASH","122","","  R"," LL"," 39"," C"," 2"
"      516432","Poppies AWM Cup and Saucer","      516432","LAD",8,6,0.857,0.500,0.020,0.133280,12,7,88.000,"","",5,5,"ASH","122","","  R"," GG"," 31"," 1"," 2"
"      516432","Poppies AWM Cup and Saucer","      516432","LAD",1,4,4.000,0.333,0.013,0.010240,12,1,88.000,"","",5,5,"ASH","122","","  R"," OO"," 39"," A"," 1"
"      516436","Poppies AWM Cake Plate","      516436","LAD",1,3,3.000,0.250,0.010,0.007840,12,1,0.000,"","",5,5,"ASH","122","","  R"," GG"," 39"," 2"," 6"
"      516487","Australia Down Under Melbourne Mu","      516487","LAD",1,1,1.000,0.042,0.002,0.001110,24,1,613.000,"","",5,5,"ASH","120","","  R"," HH"," 34"," 3"," 2"
"      516488","Australia Down Under Aust Capital","      516488","LAD",3,12,4.000,0.500,0.020,0.040020,24,3,401.000,"","",5,5,"ASH","120","","  R"," HH"," 33"," 3"," 9"
"      516491","Australia Down Under Western Aust","      516491","LAD",2,6,3.000,0.250,0.010,0.020160,24,2,822.000,"","",5,5,"ASH","120","","  R"," HH"," 33"," 2"," 8"
"      516492","Australia Down Under Tasmania Mug","      516492","LAD",6,6,1.000,0.250,0.010,0.072020,24,6,872.000,"","",5,5,"ASH","120","","  R"," HH"," 34"," 3"," 9"
"      516493","Australia Down Under Australia Ca","      516493","LAD",1,6,6.000,0.250,0.010,0.008000,24,1,2092.000,"","",5,5,"ASH","120","","  R"," HH"," 34"," 2"," 3"
"      516494","Australia Down Under Outback Mug","      516494","LAD",2,6,3.000,0.250,0.010,0.009110,24,2,753.000,"","",5,5,"ASH","120","","  R"," HH"," 34"," 3"," 1"
"      516521","Dairy Belles Ava Mug","      516521","LAD",1,12,12.000,0.500,0.020,0.015310,24,1,3.000,"","",5,5,"ASH","124","","  R"," GG"," 32"," 2"," 3"
"      516522","Dairy Belles 3 Piece Infuser","      516522","LAD",1,6,6.000,0.250,0.010,0.008400,24,1,26.000,"","",5,5,"ASH","124","","  R"," GG"," 43"," 2"," 3"
"      516625","Best Friends Can Mug","      516625","LAD",5,1,0.250,0.042,0.002,0.019110,24,4,176.000,"","",5,5,"ASH","124","","  R"," GG"," 32"," 2"," 5"
"      516966","Pink Peonies Creamer","      516966","LAD",1,1,1.000,0.083,0.003,0.001210,12,1,16.000,"","",5,5,"ASH","122","","  R"," HH"," 38"," 2","13"
"      517001","Australia Down Under New South Wa","      517001","LAD",1,1,1.000,0.042,0.002,0.001110,24,1,922.000,"","",5,5,"ASH","120","","  R"," HH"," 31"," 1"," 7"
"      517002","Ruby Red Shoes London Post Box Wi","      517002","LAD",2,6,3.000,0.250,0.010,0.031410,24,2,447.000,"","",5,5,"ASH","127","","  R"," HH"," 28"," 2"," 4"
"      517003","Ruby Red Shoes London Red Bus Wid","      517003","LAD",1,12,12.000,0.500,0.020,0.020940,24,1,876.000,"","",5,5,"ASH","127","","  R"," HH"," 28"," 2"," 2"
"      517011","Birds of Australia Penguin Can Mu","      517011","LAD",1,6,6.000,0.250,0.010,0.018540,24,1,198.000,"","",5,5,"ASH","120","","  R"," HH"," 28"," 1"," 7"
"      517019","Wildlife Australia Tree Tops Mug","      517019","LAD",7,6,1.000,0.250,0.010,0.054960,24,6,712.000,"","",5,5,"ASH","120","","  R"," HH"," 24"," 2"," 2"
"      517020","Wildlife Australia Grassland Mug","      517020","LAD",5,6,1.200,0.250,0.010,0.029280,24,5,735.000,"","",5,5,"ASH","120","","  R"," HH"," 24"," 2"," 3"
"      517026","Casual Cats Stretching Large Can","      517026","LAD",7,3,0.500,0.125,0.005,0.058740,24,6,479.000,"","",5,5,"ASH","124","","  R"," HH"," 27"," 2"," 2"
"      517026","Casual Cats Stretching Large Can","      517026","LAD",2,5,2.500,0.208,0.008,0.006650,24,2,479.000,"","",5,5,"ASH","124","","  R"," HH"," 47"," 1","12"
"      517027","Casual Cats Watching Large Can Mu","      517027","LAD",7,6,1.000,0.250,0.010,0.049410,24,6,244.000,"","",5,5,"ASH","124","","  R"," HH"," 27"," 2"," 3"
"      517027","Casual Cats Watching Large Can Mu","      517027","LAD",1,2,2.000,0.083,0.003,0.002880,24,1,244.000,"","",5,5,"ASH","124","","  R"," HH"," 28"," B"," 1"
"      517036","Think Pawsitive Beagle Mug","      517036","LAD",3,6,2.000,0.250,0.010,0.039320,24,3,354.000,"","",5,5,"ASH","124","","  R"," FF"," 34"," 1"," 4"
"      517037","Think Pawsitive Border Collie Mug","      517037","LAD",3,6,2.000,0.250,0.010,0.029490,24,3,828.000,"","",5,5,"ASH","124","","  R"," GG"," 44"," 3"," 2"
"      517038","Think Pawsitive Golden Retriever","      517038","LAD",1,6,6.000,0.250,0.010,0.009830,24,1,48.000,"","",5,5,"ASH","124","","  R"," GG"," 44"," 2"," 2"
"      517043","Think Pawsitive Labrador Mug","      517043","LAD",2,6,3.000,0.250,0.010,0.019660,24,2,738.000,"","",5,5,"ASH","124","","  R"," GG"," 44"," 1"," 5"
"      517066","LITTLE AUSSIE FRIENDS KANGAROO HU","      517066","LAD",1,6,6.000,0.250,0.010,0.014700,24,1,1460.000,"","",5,5,"ASH","120","","  R"," HH"," 32"," 2"," 1"
"      517067","LITTLE AUSSIE FRIENDS WOMBAT HUG","      517067","LAD",1,6,6.000,0.250,0.010,0.014700,24,1,1469.000,"","",5,5,"ASH","120","","  R"," GG"," 30"," 1"," 6"
"      517068","LITTLE AUSSIE FRIENDS KOOKABURRA","      517068","LAD",1,6,6.000,0.250,0.010,0.014700,24,1,1446.000,"","",5,5,"ASH","120","","  R"," GG"," 29"," 1"," 5"
"      517069","LITTLE AUSSIE FRIENDS PLATYPUS HU","      517069","LAD",1,6,6.000,0.250,0.010,0.014700,24,1,9.000,"","",5,5,"ASH","120","","  R"," GG"," 29"," 1"," 6"
"      517070","LITTLE AUSSIE FRIENDS ECHIDNA HUG","      517070","LAD",1,3,3.000,0.125,0.005,0.005540,24,1,0.000,"","",5,5,"ASH","120","","  R"," GG"," 27"," 1"," 6"
"      517073","Indigo Blue Rim Plate","      517073","LAD",2,6,3.000,0.125,0.005,0.013120,48,2,484.000,"","",5,5,"ASH","122","","  R"," HH"," 26"," 1"," 3"
"      517110","Birds of Australia Blue Wren Can","      517110","LAD",8,6,0.750,0.250,0.010,0.084480,24,8,102.000,"","",5,5,"ASH","120","","  R"," GG"," 28"," 3"," 1"
"      517111","BIRDS OF AUSTRALIA KOOKABURRA CAN","      517111","LAD",5,6,1.200,0.250,0.010,0.063350,24,5,582.000,"","",5,5,"ASH","120","","  R"," GG"," 29"," 1"," 2"
"      517184","Pastel Hydrangeas Metal Infuser T","      517184","LAD",5,1,0.250,0.125,0.005,0.142810,8,4,227.000,"","",5,5,"ASH","122","","  R"," GG"," 30"," 3"," 4"
"      517185","Pastel Hydrangeas 3 Tier Cake Sta","      517185","LAD",3,1,0.333,0.167,0.007,0.039990,6,3,202.000,"","",5,5,"ASH","122","","  R"," HH"," 33"," 1"," 5"
"      517192","Lantana Natural Charcoal Cup and","      517192","LAD",2,4,2.000,0.333,0.013,0.024940,12,2,46.000,"","",5,5,"ASH","122","","  R"," GG"," 44"," 1"," 2"
"      517193","Lantana Natural Charcoal Teapot","      517193","LAD",1,1,1.000,0.125,0.005,0.004590,8,1,167.000,"","",5,5,"ASH","122","","  R"," GG"," 44"," 1"," 3"
"      517197","Lantana Natural Charcoal 34cm Ser","      517197","LAD",1,2,2.000,0.333,0.013,0.009050,6,1,177.000,"","",5,5,"ASH","122","","  R"," GG"," 44"," 2"," 4"
"      517201","Lantana Black and Gold Teapot","      517201","LAD",1,1,1.000,0.125,0.005,0.004590,8,1,91.000,"","",5,5,"ASH","122","","  R"," GG"," 43"," 1"," 2"
"      517208","Barney Gumnut and Friends Koala M","      517208","LAD",24,6,0.429,0.250,0.010,0.152300,24,14,253.000,"","",5,5,"ASH","127","","  R"," HH"," 33"," 3"," 5"
"      517208","Barney Gumnut and Friends Koala M","      517208","LAD",1,1,1.000,0.042,0.002,0.000720,24,1,253.000,"","",5,5,"ASH","127","","  R"," HH"," 45"," 5"," 2"
"      517209","Barney Gumnut and Friends Kangaro","      517209","LAD",11,6,0.750,0.250,0.010,0.076900,24,8,1507.000,"","",5,5,"ASH","127","","  R"," HH"," 34"," 1"," 3"
"      517209","Barney Gumnut and Friends Kangaro","      517209","LAD",1,1,1.000,0.042,0.002,0.000790,24,1,1507.000,"","",5,5,"ASH","127","","  R"," MM"," 45"," D"," 2"
"      517210","BARNEY GUMNUT AND FRIENDS WOMBAT","      517210","LAD",18,6,0.500,0.250,0.010,0.155390,24,12,444.000,"","",5,5,"ASH","127","","  R"," HH"," 34"," 1"," 5"
"      517210","BARNEY GUMNUT AND FRIENDS WOMBAT","      517210","LAD",1,1,1.000,0.042,0.002,0.000790,24,1,444.000,"","",5,5,"ASH","127","","  R"," FF"," 42"," C"," 2"
"      517211","Barney Gumnut and Friends Koala E","      517211","LAD",24,6,0.462,0.125,0.005,0.062040,48,13,1237.000,"","",5,5,"ASH","127","","  R"," HH"," 34"," 2"," 6"
"      517212","Barney Gumnut and Friends Kangaro","      517212","LAD",17,6,0.462,0.125,0.005,0.044750,48,13,940.000,"","",5,5,"ASH","127","","  R"," HH"," 34"," 3"," 3"
"      517213","Barney Gumnut and Friends Wombat","      517213","LAD",17,6,0.545,0.125,0.005,0.040960,48,11,810.000,"","",5,5,"ASH","127","","  R"," HH"," 34"," 3"," 5"
"      517214","Barney Gumnut and Friends Soldier","      517214","LAD",20,3,0.250,0.250,0.010,0.165690,12,12,211.000,"","",5,5,"ASH","127","","  R"," HH"," 34"," 3"," 6"
"      517215","Barney Gumnut and Friends Kids Se","      517215","LAD",22,6,0.462,0.500,0.020,0.541500,12,13,644.000,"","",5,5,"ASH","127","","  R"," HH"," 35"," 3"," 2"
"      517215","Barney Gumnut and Friends Kids Se","      517215","LAD",5,1,0.200,0.083,0.003,0.036000,12,5,644.000,"","",5,5,"ASH","127","","  R"," HH"," 48"," 3"," 4"
"      517216","Barney Gumnut and Friends Koala S","      517216","LAD",9,6,0.750,0.125,0.005,0.019690,48,8,829.000,"","",6,4,"ASH","127","","  R"," HH"," 26"," 3"," 1"
"      517217","Barney Gumnut and Friends Kangaro","      517217","LAD",8,12,1.714,0.250,0.010,0.017580,48,7,823.000,"","",6,4,"ASH","127","","  R"," HH"," 26"," 3"," 2"
"      517218","Barney Gumnut and Friends Medium","      517218","LAD",3,1,0.333,0.042,0.002,0.018200,24,3,306.000,"","",6,4,"ASH","127","","  R"," HH"," 27"," 2"," 5"
"      517220","Barney Gumnut and Friends Purse","      517220","LAD",2,6,3.000,0.050,0.002,0.002520,120,2,940.000,"","",5,5,"ASH","127","","  R"," HH"," 26"," 1"," 5"
"      517221","Barney Gumnut and Friends 16x33cm","      517221","LAD",3,6,2.000,0.050,0.002,0.006540,120,3,747.000,"","",5,5,"ASH","127","","  R"," HH"," 22"," 3"," 4"
"      517223","Barney Gumnut and Friends Library","      517223","LAD",2,6,3.000,0.063,0.003,0.009590,96,2,365.000,"","",5,5,"ASH","127","","  R"," GG"," 25"," 2"," 1"
"      517274","Barney Gumnut and Friends 5 Piece","      517274","LAD",2,3,3.000,0.250,0.010,0.040320,12,1,0.000,"","",5,5,"ASH","127","","  R"," HH"," 28"," 1"," 4"
"      517309","Wild Baby Animals Orangutan Scatt","      517309","LAD",1,1,1.000,0.021,0.001,0.000990,48,1,144.000,"","",5,5,"ASH","124","","  R"," GG"," 26"," 2"," 2"
"      517317","Wild Baby Animals Orangutan Tea B","      517317","LAD",1,1,1.000,0.005,0.000,0.000180,192,1,377.000,"","",5,5,"ASH","124","","  R"," GG"," 26"," 3"," 8"
"      517321","Fellowship Mug","      517321","LAD",4,18,4.500,0.750,0.030,0.053820,24,4,703.000,"","",5,5,"ASH","124","","  R"," HH"," 34"," 1"," 2"
"      517322","Fellowship Scatter Tray","      517322","LAD",1,6,6.000,0.125,0.005,0.002460,48,1,188.000,"","",5,5,"ASH","124","","  R"," GG"," 29"," 3"," 7"
